"country_code","os_name","os_version","browser_name","browser_version","browser_language","screen_resolution","device_type","type","path","title","referrer_host","referrer_path","utm_source","utm_medium","utm_campaign","utm_term","utm_content","viewport_width","viewport_height","formatted_date"
"ZA","Android","12","Chrome","108.0.0.0","en","360x806","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","674","2023-01-15"
"ZA","Android","12","Chrome","108.0.0.0","en","360x806","mobile","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","360","674","2023-01-15"
"US","Android","11","Chrome","108.0.0.0","zh","384x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","723","2023-01-15"
"GB","Android","9","Silk","106.5.7","en","962x601","tablet","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","962","415","2023-01-15"
"US","Android","12","Chrome","108.0.0.0","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","704","2023-01-15"
"ZA","Android","11","Chrome","108.0.0.0","en","1280x800","tablet","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","1280","664","2023-01-16"
"ZA","Android","13","Samsung Internet","19.0","en","384x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","384","775","2023-01-16"
"ZA","Android","13","Samsung Internet","19.0","en","384x854","mobile","pageview","/register","Sign up - Simple Site Analytics","www.simplesiteanalytics.com","/","","","","","","384","775","2023-01-16"
"ZA","Android","13","Samsung Internet","19.0","en","384x854","mobile","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","384","679","2023-01-16"
"ZA","Android","10","Chrome","109.0.0.0","en","320x686","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","320","569","2023-01-16"
"ZA","Android","11","Chrome","109.0.0.0","af","412x892","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","758","2023-01-16"
"ZA","Android","10","Chrome","109.0.0.0","en","320x686","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","320","569","2023-01-16"
"ZA","Android","11","Chrome","108.0.0.0","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","800","2023-01-16"
"GB","Android","10","Chrome","107.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","784","2023-01-16"
"GB","Android","10","Chrome","107.0.0.0","en","412x915","mobile","pageview","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","784","2023-01-16"
"ZA","Android","13","Samsung Internet","19.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","740","2023-01-16"
"ZA","Android","10","Chrome","109.0.0.0","en","424x907","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","424","771","2023-01-16"
"ZA","Android","11","Chrome","108.0.0.0","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","674","2023-01-16"
"CA","Android","8.1.0","Samsung Internet","19.0","en","360x640","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","568","2023-01-16"
"ZA","Android","10","Huawei Browser","12.1.1.323","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/pagead/ads","","","","","","360","681","2023-01-16"
"ZA","Android","10","Huawei Browser","11.1.2.332","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/watch","","","","","","360","722","2023-01-16"
"ZA","Android","4.4.2","Chrome","81.0.4044.138","en","601x962","tablet","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/pagead/html/r20230111/r20110914/zrt_lookup.html","","","","","","602","874","2023-01-16"
"GB","Android","10","Ecosia Browser","101.0.4951.41","en","770x360","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","697","270","2023-01-16"
"US","Android","10","Chrome","108.0.0.0","en","412x869","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","763","2023-01-16"
"GB","Android","9","MIUI Browser","13.14.2","en","360x720","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","404","609","2023-01-16"
"GB","Android","12","Samsung Internet","19.0","en","320x712","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","320","596","2023-01-16"
"ZA","Android","6.0.1","Chrome","103.0.0.0","en","360x640","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","0","58879","2023-01-16"
"ZA","Android","6.0.1","Chrome","103.0.0.0","en","360x640","mobile","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","0","58879","2023-01-16"
"US","iOS","16.1.1","Safari","16.1","es","390x844","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","390","658","2023-01-16"
"US","Android","11","Chrome","108.0.0.0","en","854x534","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","854","406","2023-01-16"
"CA","Android","10","Chrome","109.0.0.0","en","360x740","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","645","2023-01-16"
"GB","Android","9","Chrome","108.0.0.0","en","740x360","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","692","280","2023-01-17"
"US","Android","11","Chrome","109.0.0.0","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","670","2023-01-17"
"US","iOS","16.1","Google Search","243.0.495136164","en","390x844","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","390","797","2023-01-17"
"ZA","Android","12","Chrome","108.0.0.0","en","360x806","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","674","2023-01-17"
"ZA","Android","13","Chrome","108.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","776","2023-01-17"
"ZA","Android","10","Chrome","108.0.0.0","en","320x676","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","320","541","2023-01-17"
"ZA","Android","11","Chrome","108.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","781","2023-01-17"
"ZA","Android","11","Chrome","108.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","781","2023-01-17"
"GB","Android","10","Chrome","83.0.4103.106","en","360x780","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/mobile","","","","","","360","657","2023-01-17"
"ZA","Linux","","Chrome","108.0.0.0","en","360x800","desktop","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","980","1816","2023-01-17"
"ZA","Android","10","Huawei Browser","12.1.3.304","en","360x770","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/watch","","","","","","360","682","2023-01-17"
"ZA","Windows","10.0","Chrome","109.0.0.0","en","1366x768","desktop","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","1366","617","2023-01-17"
"ZA","Android","10","Chrome","109.0.0.0","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","717","2023-01-17"
"ZA","Android","10","Chrome","109.0.0.0","en","360x800","mobile","pageview","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","717","2023-01-17"
"ZA","Android","10","Chrome","109.0.0.0","en","360x800","mobile","pageview","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","717","2023-01-17"
"ZA","Android","10","Chrome","109.0.0.0","en","360x800","mobile","pageview","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","717","2023-01-17"
"ZA","Android","10","Chrome","109.0.0.0","en","360x800","mobile","pageview","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","717","2023-01-17"
"CA","Android","12","Chrome","108.0.0.0","en","412x846","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","693","2023-01-17"
"ZA","","","Opera Devices","","en","962x541","desktop","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","958","503","2023-01-17"
"ZA","Android","10","Huawei Browser","12.1.3.304","en","960x600","tablet","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/watch","","","","","","960","501","2023-01-17"
"ZA","Android","10","Huawei Browser","12.1.3.304","en","960x600","tablet","pageview","/","User session analytics - Simple Site Analytics","m.youtube.com","/watch","","","","","","960","501","2023-01-17"
"GB","Android","10","Chrome","107.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","842","329","2023-01-17"
"ZA","Android","10","Huawei Browser","12.1.3.304","en","360x770","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/watch","","","","","","360","682","2023-01-17"
"GB","Android","11","Chrome","108.0.0.0","en","385x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","726","2023-01-17"
"ZA","Android","10","Chrome","104.0.0.0","en","360x780","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","662","2023-01-17"
"ZA","Android","13","Samsung Internet","19.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","788","2023-01-17"
"ZA","Android","12","Samsung Internet","19.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","791","2023-01-17"
"GB","Android","11","Huawei Browser","12.1.3.304","en","360x796","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/watch","","","","","","360","707","2023-01-17"
"US","Linux","","Chrome","108.0.5359.124","en","1280x3000","desktop","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","1280","3000","2023-01-17"
"GB","Android","9","Silk","106.5.7","en","962x601","tablet","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","962","415","2023-01-17"
"ZA","Android","11","Samsung Internet","7.4","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","682","2023-01-17"
"CA","Android","10","Chrome","109.0.0.0","en","360x771","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","647","2023-01-17"
"GB","Android","11","Chrome","108.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","784","2023-01-17"
"GB","Android","11","Chrome","108.0.0.0","en","412x915","mobile","pageview","/register","Sign up - Simple Site Analytics","www.simplesiteanalytics.com","/","","","","","","412","784","2023-01-17"
"GB","Android","11","Chrome","108.0.0.0","en","412x915","mobile","pageview","/reset-password/e433668ceed19e0f6918eb887846ec29/8787d2326ccceb16710e571ff0646204","Set a new password - Simple Site Analytics","accounts.google.com","/","","","","","","412","784","2023-01-17"
"GB","Android","11","Chrome","108.0.0.0","en","412x915","mobile","pageview","/reset-password/d1cbe402a93b1467dcad21c371ae6bf9/160c3a25bce17541c807d997d5309d2e","Set a new password - Simple Site Analytics","accounts.google.com","/","","","","","","412","784","2023-01-17"
"GB","Android","11","Chrome","108.0.0.0","en","412x915","mobile","pageview","/register","Sign up - Simple Site Analytics","www.simplesiteanalytics.com","/","","","","","","412","784","2023-01-17"
"US","Android","12","Chrome","108.0.0.0","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","694","2023-01-18"
"CA","Android","7.1.1","Chrome","109.0.0.0","en","360x720","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","598","2023-01-18"
"AU","Android","11","Chrome","109.0.0.0","en","393x851","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","393","698","2023-01-18"
"AU","Android","11","Samsung Internet","19.0","en","412x892","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","718","2023-01-18"
"ZA","Android","9","Chrome","108.0.0.0","en","360x760","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","631","2023-01-18"
"US","Android","4.2.1","Chrome","38.0.1025.166","en","384x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","384","800","2023-01-18"
"ZA","Android","8.1.0","Chrome","107.0.5304.105","en","361x722","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","361","563","2023-01-18"
"ZA","Windows","10.0","Chrome","109.0.0.0","en","1366x768","desktop","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","1366","657","2023-01-18"
"ZA","Windows","10.0","Edge","109.0.1518.55","en","1600x900","desktop","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","1553","789","2023-01-18"
"ZA","Windows","10.0","Chrome","109.0.0.0","en","1280x1024","desktop","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","1280","913","2023-01-18"
"ZA","Android","8.1.0","","","en","360x640","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","360","520","2023-01-18"
"ZA","Android","10","","","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/pagead/html/r20230112/r20110914/zrt_lookup.html","","","","","","360","679","2023-01-18"
"ZA","Android","13","Chrome","109.0.0.0","en","320x694","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","320","566","2023-01-18"
"ZA","Android","10","Huawei Browser","12.1.3.304","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/pagead/ads","","","","","","360","720","2023-01-18"
"ZA","Android","13","Chrome","108.0.0.0","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","360","667","2023-01-18"
"GB","Android","11","Chrome","108.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","784","2023-01-18"
"ZA","Android","8.1.0","Chrome","70.0.3538.110","en","360x640","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","360","640","2023-01-18"
"ZA","OS X","10.15.6","Safari","14.1.2","en","810x1080","desktop","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","1080","770","2023-01-18"
"GB","iOS","15.1","Safari","15.1","en","390x844","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","390","670","2023-01-18"
"GB","Android","9","MIUI Browser","13.14.2","en","360x720","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","672","230","2023-01-18"
"CA","Android","8.1.0","Samsung Internet","19.0","en","360x640","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","568","2023-01-18"
"GB","iOS","15.6.1","Safari","15.6.1","en","414x896","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","414","714","2023-01-18"
"CA","iOS","15.7.1","Safari","15.6.3","en","320x568","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","320","450","2023-01-18"
"GB","Android","10","Chrome","83.0.4103.106","en","360x780","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/mobile","","","","","","360","657","2023-01-18"
"CA","Android","12","Chrome","109.0.0.0","en","412x892","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","756","2023-01-18"
"ZA","Windows","10.0","Chrome","70.0.3538.64","en","360x770","desktop","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/pagead/ads","","","","","","360","1078","2023-01-18"
"GB","Android","10","Chrome","109.0.0.0","en","412x846","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","751","2023-01-18"
"US","iOS","16.1.1","Safari","16.1","en","390x844","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","390","656","2023-01-18"
"CA","Android","13","Chrome","109.0.0.0","fr","384x832","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","702","2023-01-18"
"CA","Android","13","Chrome","109.0.0.0","fr","384x832","mobile","pageview","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","702","2023-01-18"
"CA","Android","13","Chrome","108.0.0.0","en","384x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","756","2023-01-18"
"CA","Android","10","Samsung Internet","19.0","zh","740x360","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","692","288","2023-01-18"
"US","Android","12","Chrome","108.0.0.0","en","385x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","726","2023-01-18"
"US","Android","12","Chrome","108.0.0.0","en","385x854","mobile","pageview","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","726","2023-01-18"
"US","iOS","16.0","Google Search","243.0.495136164","en","393x852","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","393","651","2023-01-19"
"IE","Windows","10.0","Chrome","109.0.0.0","en","2000x2000","desktop","landing_page","/","User session analytics - Simple Site Analytics","www.facebook.com","/","","","","","","1050","1862","2023-01-19"
"AU","OS X","10.15.6","Safari","15.6.1","en","768x1024","desktop","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","1024","665","2023-01-19"
"AU","OS X","10.15.6","Safari","15.6.1","en","768x1024","desktop","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","1024","665","2023-01-19"
"AU","OS X","10.15.6","Safari","15.6.1","en","768x1024","desktop","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","1024","665","2023-01-19"
"ZA","Android","10","Facebook","","en","360x780","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/pagead/ads","","","","","","360","658","2023-01-19"
"ZA","iOS","16.2","Safari","16.2","en","390x844","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","390","745","2023-01-19"
"GB","Android","9","Chrome","108.0.0.0","en","320x658","mobile","landing_page","/","User session analytics - Simple Site Analytics","9bd598acf16aa94550df0b43587b18d4.safeframe.googlesyndication.com","/","","","","","","320","530","2023-01-19"
"ZA","Windows","10.0","Chrome","109.0.0.0","en","1536x864","desktop","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","1536","722","2023-01-19"
"US","Windows","10.0","Chrome","108.0.0.0","en","1366x768","desktop","landing_page","/","User session analytics - Simple Site Analytics","www.google.com","/","","","","","","1366","768","2023-01-19"
"GB","Android","11","Chrome","109.0.0.0","es","320x694","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","320","566","2023-01-19"
"US","Android","13","Chrome","108.0.0.0","en","412x892","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","412","760","2023-01-19"
"GB","Android","12","Chrome","109.0.0.0","pl","385x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","384","724","2023-01-19"
"ZA","Android","12","Chrome","104.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","0","58928","2023-01-19"
"GB","iOS","16.0","Safari","16.0","en","375x812","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","375","749","2023-01-19"
"ZA","Android","12","Chrome","109.0.0.0","en","320x676","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","320","588","2023-01-19"
"US","iOS","16.0","Safari","16.0","en","390x844","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","390","663","2023-01-19"
"ZA","Android","11","Chrome","94.0.4606.85","en","1280x800","tablet","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","1280","632","2023-01-19"
"GB","iOS","16.2","Safari","16.2","en","390x844","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","390","675","2023-01-19"
"PR","Android","12","Chrome","109.0.0.0","en","385x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","384","726","2023-01-19"
"ZA","Android","12","Samsung Internet","19.0","en","384x857","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","384","737","2023-01-19"
"ZA","Android","11","Samsung Internet","19.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","785","2023-01-19"
"GB","Android","8.0.0","Chrome","108.0.0.0","en","360x740","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","360","660","2023-01-19"
"GB","Android","9","Silk","106.5.7","en","962x601","tablet","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","962","415","2023-01-19"
"GB","iOS","16.2","Safari","16.2","en","390x844","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","390","661","2023-01-19"
"US","Android","11","Chrome","109.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","0","59241","2023-01-19"
"ZA","Android","11","Samsung Internet","19.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","785","2023-01-20"
"ZA","Android","11","Samsung Internet","19.0","en","412x915","mobile","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","412","785","2023-01-20"
"US","Android","11","Samsung Internet","7.4","es","385x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","384","734","2023-01-20"
"GB","Android","12","Chrome","108.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","412","780","2023-01-20"
"GB","Android","12","Chrome","108.0.0.0","en","412x915","mobile","pageview","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","412","780","2023-01-20"
"US","Android","11","Samsung Internet","7.4","es","385x854","mobile","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","384","734","2023-01-20"
"ZA","Android","7.0","Samsung Internet","19.0","en","360x640","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","568","2023-01-20"
"CA","iOS","16.2","Safari","16.2","en","428x926","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","428","740","2023-01-20"
"ZA","Android","10","Chrome","108.0.0.0","en","412x846","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","412","766","2023-01-20"
"GB","Android","11","Chrome","108.0.0.0","en","385x811","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","675","2023-01-20"
"ZA","Android","12","Chrome","108.0.0.0","en","393x873","mobile","landing_page","/","User session analytics - Simple Site Analytics","blog.smartcryptotrade.net","/","","","","","","393","764","2023-01-20"
"ZA","Android","12","Chrome","108.0.0.0","en","393x873","mobile","pageview","/pages/features","Features - Simple Site Analytics","www.simplesiteanalytics.com","/","","","","","","393","764","2023-01-20"
"ZA","Android","12","Chrome","108.0.0.0","en","393x873","mobile","pageview","/page/heat-maps","Heat Maps - Simple Site Analytics","www.simplesiteanalytics.com","/pages/features","","","","","","393","764","2023-01-20"
"ZA","Android","12","Chrome","108.0.0.0","en","393x873","mobile","pageview","/","User session analytics - Simple Site Analytics","productosdebelleza.net","/","","","","","","393","820","2023-01-20"
"US","iOS","16.1.2","Safari","16.1","en","375x667","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","375","559","2023-01-20"
"GB","Android","11","Chrome","109.0.0.0","es","320x694","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","320","566","2023-01-20"
"US","Android","12","Chrome","109.0.0.0","en","385x854","mobile","landing_page","/","User session analytics - Simple Site Analytics","youtube.com","/","","","","","","384","726","2023-01-20"
"CA","iOS","16.2","Safari","16.2","en","428x926","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","428","743","2023-01-20"
"CA","iOS","16.2","Safari","16.2","en","428x926","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","428","743","2023-01-20"
"CA","iOS","16.2","Safari","16.2","en","428x926","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","428","743","2023-01-20"
"CA","iOS","16.2","Safari","16.2","en","428x926","mobile","pageview","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","428","743","2023-01-20"
"CA","iOS","16.2","Safari","16.2","en","428x926","mobile","landing_page","/","User session analytics - Simple Site Analytics","m.youtube.com","/","","","","","","428","743","2023-01-20"
"ZA","Android","12","Chrome","108.0.0.0","en","360x806","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","674","2023-01-21"
"IN","Windows","10.0","Chrome","109.0.0.0","en","1366x768","desktop","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","1366","625","2023-01-21"
"IN","Windows","10.0","Chrome","109.0.0.0","en","1366x768","desktop","pageview","/contact","Contact - Simple Site Analytics","www.simplesiteanalytics.com","/","","","","","","1366","657","2023-01-21"
"IN","Windows","10.0","Chrome","109.0.0.0","en","1366x768","desktop","pageview","/contact","Contact - Simple Site Analytics","","","","","","","","1366","657","2023-01-21"
"AU","Android","11","Chrome","108.0.0.0","en","800x1280","tablet","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","800","1112","2023-01-21"
"AU","Android","11","Chrome","108.0.0.0","en","800x1280","tablet","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","800","1184","2023-01-21"
"AU","Android","11","Chrome","108.0.0.0","en","800x1280","tablet","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","800","1112","2023-01-21"
"AU","Android","11","Samsung Internet","19.0","en","412x892","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","412","718","2023-01-21"
"AU","Android","11","Chrome","108.0.0.0","en","800x1280","tablet","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","800","1112","2023-01-21"
"CA","iOS","15.3.1","Safari","15.3","en","375x667","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","375","548","2023-01-21"
"AU","OS X","10.15.6","Safari","15.6.1","en","768x1024","desktop","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","768","921","2023-01-21"
"CA","iOS","16.1.2","Safari","16.1","en","320x568","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","320","568","2023-01-21"
"GB","iOS","16.1.1","Safari","16.1","en","375x812","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","375","629","2023-01-21"
"ZA","Android","11","","","en","360x800","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","360","676","2023-01-21"
"ZA","Android","11","","","en","360x800","mobile","pageview","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","360","676","2023-01-21"
"US","Android","11","Chrome","108.0.0.0","en","412x915","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","412","732","2023-01-21"
"US","Android","9","","","en","320x640","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","320","520","2023-01-21"
"US","Android","9","","","en","320x640","mobile","pageview","/register","Sign up - Simple Site Analytics","www.simplesiteanalytics.com","/","","","","","","320","520","2023-01-21"
"CA","Android","10","Chrome","109.0.0.0","en","360x756","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","640","2023-01-21"
"GB","Android","11","Chrome","109.0.0.0","en","360x780","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","648","2023-01-21"
